Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22,2001,2.2,0,7,3,42.9,3.15,1.35,0,0,17,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,48,67,71.6,687,142,29,39,74.4,12,17,70.6,3,5,60,2,1,0.6,1,2,3,2,0,5,Matches,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2,Matches,12,5.37,5,0,3,2,2,0,2,0.9,1,0,1,0,0,0,Matches,8,8,2,5,1,2,8,25,6,5,0,5,1,9,0,0,Matches,110,0,7,56,50,13,110,11,7,63.6,4,36.4,64,322,91,4,3,4,10,5,74,20,Matches
Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,28,1995,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0,0,0,2.9,2.9,0.2,0.1,0.1,Matches,108,156,69.2,1497,361,69,90,76.7,34,42,81,2,5,40,0,1.4,0.5,-1.4,8,9,4,1,14,Matches,156,152,4,1,1,1,2,1,0,0,0,0,108,0,8,Matches,18,2.77,10,0,1,5,2,0,5,0.77,1,0,0,2,2,0,Matches,8,5,2,5,1,4,8,50,4,4,1,3,3,11,6,1,Matches,232,6,24,110,101,29,232,13,4,30.8,7,53.8,137,607,206,5,9,1,17,10,171,35,Matches
Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,8.9,1,31,13,41.9,3.48,1.46,0.03,0.08,12.4,0,0,0,4.1,4.1,0.13,-3.1,-3.1,Matches,132,189,69.8,1883,483,73,94,77.7,44,64,68.8,5,9,55.6,2,2,1.1,0,12,16,3,0,18,Matches,189,166,22,1,0,2,4,2,0,0,0,0,132,1,6,Matches,31,3.48,22,0,1,1,6,1,3,0.34,1,0,0,1,1,0,Matches,14,9,2,9,3,6,11,54.5,5,16,1,15,5,19,7,0,Matches,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42,Matches
Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,de Bundesliga,26,1997,3.6,0,2,1,50,0.55,0.28,0,0,13.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,61,79,77.2,887,179,32,38,84.2,18,27,66.7,5,6,83.3,1,0.5,0.1,0.5,3,7,1,1,8,Matches,79,72,6,0,2,1,1,0,0,0,0,0,61,1,1,Matches,8,2.22,6,0,0,1,1,0,2,0.55,1,0,0,1,0,0,Matches,2,2,0,2,0,0,0,,0,2,2,0,2,4,6,0,Matches,108,8,15,72,22,5,108,3,1,33.3,2,66.7,51,233,77,1,3,0,4,2,82,9,Matches
Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,26,1997,1.8,2,4,2,50,2.17,1.08,0.5,1,11.2,0,0,0,1.1,1.1,0.26,0.9,0.9,Matches,38,60,63.3,507,130,22,33,66.7,10,16,62.5,2,5,40,0,1,0.3,-1,4,1,2,0,5,Matches,60,59,1,0,0,0,1,0,0,0,0,0,38,0,0,Matches,5,2.71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6,2,3,2,1,1,2,50,1,3,0,3,1,7,6,0,Matches,88,5,20,44,24,7,88,1,1,100,0,0,46,143,48,1,1,0,2,5,68,9,Matches
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,8.6,3,25,9,36,2.92,1.05,0.12,0.33,21.5,2,0,0,1.6,1.6,0.06,1.4,1.4,Matches,238,349,68.2,3752,1205,120,145,82.8,82,124,66.1,20,44,45.5,3,3.6,3.7,-0.6,23,16,21,11,34,Matches,349,313,34,7,2,1,67,2,25,20,4,0,238,2,12,Matches,38,4.44,26,6,2,2,1,1,4,0.47,4,0,0,0,0,0,Matches,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,Matches,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113,Matches
Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,6.9,0,18,5,27.8,2.61,0.73,0,0,19.8,0,0,1,1.8,1,0.06,-1.8,-1,Matches,193,257,75.1,2587,504,116,138,84.1,56,76,73.7,8,15,53.3,1,1.4,0.8,-0.4,11,11,11,2,28,Matches,257,253,2,2,5,0,17,0,0,0,0,0,193,2,9,Matches,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,Matches,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,Matches,355,11,65,128,168,35,354,38,14,36.8,21,55.3,238,1687,790,28,17,15,14,8,245,70,Matches
Saïmon Bouabré,fr FRA,MF,Monaco,fr Ligue 1,17,2006,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,15,17,88.2,220,42,9,11,81.8,5,5,100,1,1,100,0,0,0,0,0,2,0,0,3,Matches,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,2,0,2,0,1,2,50,1,1,0,1,0,2,0,0,Matches,24,0,2,15,7,0,24,1,1,100,0,0,20,119,41,2,1,0,1,3,21,5,Matches
Saúl Coco,gq EQG,DF,Las Palmas,es La Liga,24,1999,25.5,1,20,4,20,0.78,0.16,0.05,0.25,25.6,8,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,1257,1422,88.4,20911,8245,587,620,94.7,598,646,92.6,53,116,45.7,0,0,0.2,0,1,52,0,0,69,Matches,1422,1361,54,48,1,3,1,2,0,0,0,0,1257,7,8,Matches,6,0.24,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,32,19,25,7,0,11,18,61.1,7,27,15,12,20,52,120,3,Matches,1700,193,873,800,30,11,1700,10,3,30,3,30,1005,4456,2391,9,6,0,10,9,1132,1,Matches
Saúl Ñíguez,es ESP,MF,Atlético Madrid,es La Liga,28,1994,15.3,1,16,4,25,1.05,0.26,0.06,0.25,14.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,549,682,80.5,7691,1721,338,383,88.3,164,199,82.4,24,48,50,4,3.2,2.1,0.8,14,44,9,5,34,Matches,682,662,16,11,2,3,16,3,0,0,0,0,549,4,10,Matches,31,2.03,28,0,2,1,0,0,6,0.39,6,0,0,0,0,0,Matches,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,Matches,940,67,255,480,210,36,940,15,8,53.3,5,33.3,429,2054,908,21,17,1,27,14,596,43,Matches
Saša Lukic,rs SRB,MF,Fulham,eng Premier League,26,1996,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches,428,496,86.3,6753,1796,204,229,89.1,193,210,91.9,20,29,69,0,0.8,0.5,-0.8,11,31,5,0,43,Matches,496,472,21,15,4,1,4,0,0,0,0,0,428,3,7,Matches,27,2.17,19,0,1,6,0,1,0,0,0,0,0,0,0,0,Matches,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1,Matches,625,36,167,361,109,23,625,8,5,62.5,3,37.5,342,1634,776,12,12,1,11,10,374,27,Matches
Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26,1996,4.6,0,2,0,0,0.43,0,0,,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,137,186,73.7,2769,1280,38,48,79.2,82,109,75.2,17,28,60.7,0,0.2,0.2,-0.2,3,10,3,0,10,Matches,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2,Matches,2,0.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,Matches,244,43,142,92,11,5,244,0,0,,0,,102,365,177,1,0,0,3,0,107,0,Matches
Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26,1996,21.1,7,44,19,43.2,2.08,0.9,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,1.3,1.3,Matches,528,655,80.6,7877,2012,307,356,86.2,174,206,84.5,30,41,73.2,1,0.8,0.5,0.2,11,63,9,0,64,Matches,655,639,13,4,2,3,4,5,0,0,0,0,528,3,19,Matches,26,1.23,18,0,1,4,1,2,2,0.09,1,0,0,0,0,1,Matches,49,25,23,24,2,22,33,66.7,11,34,12,22,14,63,54,0,Matches,927,78,235,478,225,53,927,21,8,38.1,10,47.6,485,2221,1032,29,22,4,29,23,572,47,Matches
Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30,1993,24.2,1,13,5,38.5,0.54,0.21,0.08,0.2,12.3,0,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0,1.1,0.6,-1.1,8,79,7,2,94,Matches,1278,1192,81,28,1,4,9,53,0,0,0,0,1077,5,26,Matches,24,0.99,18,0,3,2,1,0,1,0.04,1,0,0,0,0,0,Matches,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47,0,Matches,1472,75,607,716,161,27,1472,9,7,77.8,0,0,749,3441,1917,32,24,5,19,9,926,30,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.4,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6,Matches,991,1241,79.9,15314,4980,551,636,86.6,351,430,81.6,62,99,62.6,2,2.3,3,-0.3,20,82,26,4,145,Matches,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30,Matches,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0,Matches,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0,Matches,1533,50,338,780,422,90,1533,23,11,47.8,11,47.8,801,3331,1394,24,24,7,34,35,1076,116,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24,1999,15.9,0,10,4,40,0.63,0.25,0,0,10,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,737,842,87.5,13040,4770,301,323,93.2,382,413,92.5,51,97,52.6,0,0.4,0.1,-0.4,3,23,0,0,41,Matches,842,800,42,26,0,0,1,0,0,0,0,0,737,0,3,Matches,5,0.31,2,0,0,1,1,1,0,0,0,0,0,0,0,0,Matches,26,12,19,7,0,13,19,68.4,6,21,12,9,18,44,81,0,Matches,1009,142,547,440,25,14,1009,5,4,80,1,20,539,2020,807,2,5,0,9,1,650,2,Matches
Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,32,1991,5,0,10,3,30,2.02,0.61,0,0,11.9,0,0,0,1,1,0.1,-1,-1,Matches,65,112,58,872,241,31,52,59.6,26,39,66.7,1,1,100,1,0.6,0.5,0.4,3,5,2,1,13,Matches,112,103,7,0,0,0,4,0,0,0,0,0,65,2,7,Matches,10,2.02,7,1,0,1,1,0,2,0.4,2,0,0,0,0,0,Matches,1,0,1,0,0,0,1,0,1,5,1,4,0,1,4,0,Matches,161,6,11,78,73,23,161,5,2,40,3,60,80,311,78,5,1,1,16,7,133,26,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32,1990,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50,0,0.1,0.5,-0.1,1,3,5,0,11,Matches,57,56,1,0,0,0,1,1,0,0,0,0,44,0,0,Matches,3,4.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0,Matches,65,1,6,43,18,1,65,0,0,,0,,31,139,85,3,2,0,2,0,40,4,Matches
Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23,2000,22.8,0,4,2,50,0.18,0.09,0,0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,842,1018,82.7,17714,6732,214,252,84.9,509,567,89.8,115,185,62.2,0,0.1,0.2,-0.1,3,50,2,0,45,Matches,1018,963,52,34,0,11,1,2,0,0,0,0,842,3,4,Matches,14,0.61,9,0,2,1,1,1,1,0.04,1,0,0,0,0,0,Matches,39,28,33,6,0,28,41,68.3,13,50,31,19,15,54,121,0,Matches,1280,235,775,485,33,6,1280,10,8,80,2,20,699,4205,2406,14,13,0,15,2,764,5,Matches
Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26,1996,37.8,1,19,3,15.8,0.5,0.08,0.05,0.33,15.1,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,1455,1785,81.5,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,1,1,0.9,0,11,89,4,1,100,Matches,1785,1657,122,71,2,8,12,33,0,0,0,0,1455,6,10,Matches,29,0.77,21,2,0,4,1,1,1,0.03,1,0,0,0,0,0,Matches,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,Matches,2130,297,1165,876,103,29,2130,9,7,77.8,2,22.2,1172,5285,2754,13,12,0,12,1,1312,13,Matches
Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26,1996,6.7,0,11,4,36.4,1.64,0.6,0,0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,120,164,73.2,1635,456,69,83,83.1,32,46,69.6,7,14,50,1,0.3,0.3,0.7,4,11,3,0,21,Matches,164,162,2,0,2,0,4,0,0,0,0,0,120,0,5,Matches,14,2.09,7,0,3,0,4,0,1,0.15,1,0,0,0,0,0,Matches,17,12,7,7,3,3,9,33.3,6,13,0,13,11,28,6,0,Matches,293,7,48,133,117,16,293,42,18,42.9,15,35.7,172,954,358,7,13,2,29,15,191,36,Matches
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,24,1999,20,0,12,2,16.7,0.6,0.1,0,0,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,746,903,82.6,13189,3571,321,370,86.8,334,394,84.8,76,109,69.7,3,1.8,1.2,1.2,15,67,7,1,66,Matches,903,863,39,24,2,6,4,1,0,0,0,0,746,1,13,Matches,27,1.35,25,0,0,0,0,2,5,0.25,5,0,0,0,0,0,Matches,64,38,33,27,4,30,70,42.9,40,41,8,33,41,105,56,0,Matches,1165,76,380,668,127,8,1165,20,8,40,10,50,544,1994,741,10,9,2,16,9,645,28,Matches
Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17,2006,3.6,0,3,0,0,0.83,0,0,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,145,175,82.9,2073,370,82,96,85.4,51,59,86.4,5,6,83.3,1,0.5,0.5,0.5,6,13,7,3,11,Matches,175,172,3,0,2,0,13,1,2,0,0,0,145,0,5,Matches,9,2.5,8,0,1,0,0,0,1,0.28,1,0,0,0,0,0,Matches,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,Matches,221,1,20,91,111,17,221,10,5,50,5,50,179,841,367,4,3,3,14,3,174,38,Matches
Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21,2001,31.5,3,25,11,44,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,0.3,0.3,Matches,1190,1469,81,21938,7392,421,497,84.7,657,764,86,94,163,57.7,0,0.3,0.4,-0.3,7,86,4,0,95,Matches,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10,Matches,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0,Matches,38,23,20,15,3,15,26,57.7,11,66,36,30,43,81,159,2,Matches,1872,229,964,845,74,34,1872,5,4,80,1,20,720,3108,1384,7,4,0,11,4,912,6,Matches
Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,30,1992,9.3,0,6,1,16.7,0.65,0.11,0,0,16,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,348,448,77.7,5238,2147,191,225,84.9,130,156,83.3,17,45,37.8,2,0.5,0.5,1.5,4,31,9,4,47,Matches,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8,Matches,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,Matches,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1,Matches,568,39,165,280,127,13,568,14,3,21.4,11,78.6,249,1039,532,10,15,1,9,8,347,29,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28,1995,4.8,3,17,6,35.3,3.54,1.25,0.18,0.5,12.9,0,0,0,2.4,2.4,0.15,0.6,0.6,Matches,180,214,84.1,2540,485,107,117,91.5,61,70,87.1,6,11,54.5,1,1.2,2,-0.2,9,8,13,0,23,Matches,214,205,8,0,3,1,10,6,1,1,0,0,180,1,5,Matches,19,3.96,12,0,1,5,1,0,2,0.42,1,0,0,0,1,0,Matches,8,5,0,5,3,2,13,15.4,11,5,0,5,3,11,2,0,Matches,272,2,33,108,135,34,272,12,6,50,6,50,152,1082,577,23,9,12,11,3,210,49,Matches
Sergi Altimira,es ESP,MF,Betis,es La Liga,21,2001,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches,289,320,90.3,4841,1149,142,154,92.2,110,116,94.8,30,36,83.3,0,0.3,0.3,-0.3,4,26,2,0,31,Matches,320,315,3,1,0,4,1,1,1,1,0,0,289,2,3,Matches,14,2.22,8,1,2,1,2,0,0,0,0,0,0,0,0,0,Matches,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0,Matches,391,22,93,236,64,6,391,11,6,54.5,5,45.5,224,1089,465,10,4,0,8,9,278,8,Matches
Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,26,1997,13.7,1,43,17,39.5,3.15,1.24,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches,260,405,64.2,4015,1421,131,174,75.3,96,127,75.6,20,53,37.7,2,2.4,2.1,-0.4,12,29,17,4,52,Matches,405,392,8,1,6,2,35,5,2,1,0,0,260,5,21,Matches,32,2.35,20,0,5,4,2,1,2,0.15,2,0,0,0,0,0,Matches,23,13,7,11,5,10,24,41.7,14,14,2,12,11,34,9,0,Matches,583,7,83,230,280,55,583,38,18,47.4,18,47.4,320,1687,839,32,13,11,30,12,383,88,Matches
Sergi Cardona,es ESP,DF,Las Palmas,es La Liga,24,1999,31.3,1,26,5,19.2,0.83,0.16,0.04,0.2,13.9,0,0,0,2.7,2.7,0.1,-1.7,-1.7,Matches,1727,2150,80.3,25147,9822,1011,1134,89.2,581,704,82.5,81,171,47.4,2,2.8,3.7,-0.8,39,108,39,15,160,Matches,2150,1785,354,37,3,4,89,317,0,0,0,0,1727,11,53,Matches,77,2.46,65,0,3,5,2,2,7,0.22,6,0,0,0,1,0,Matches,90,55,52,29,9,55,96,57.3,41,45,7,38,46,136,102,0,Matches,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165,Matches
Sergi Darder,es ESP,MF,Mallorca,es La Liga,29,1993,24,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5,-1.4,51,120,32,14,132,Matches,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25,Matches,91,3.8,53,29,1,3,4,1,7,0.29,3,4,0,0,0,0,Matches,39,26,13,21,5,12,31,38.7,19,20,4,16,16,55,16,0,Matches,1229,10,141,709,409,30,1229,62,34,54.8,21,33.9,729,4660,2351,56,51,4,48,24,791,75,Matches
Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32,1991,5.5,1,14,5,35.7,2.55,0.91,0.07,0.2,16.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches,148,209,70.8,2210,518,83,101,82.2,52,65,80,8,23,34.8,1,0.8,0.8,0.2,4,10,2,2,19,Matches,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12,Matches,15,2.73,10,0,0,3,2,0,1,0.18,1,0,0,0,0,0,Matches,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0,Matches,281,3,19,143,123,14,281,14,7,50,6,42.9,193,860,272,10,7,2,12,10,216,32,Matches
Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31,1992,9.6,3,10,4,40,1.05,0.42,0.3,0.75,12.5,0,0,0,1.7,1.7,0.17,1.3,1.3,Matches,582,654,89,8295,1875,341,364,93.7,192,211,91,23,34,67.6,2,0.8,0.8,1.2,9,57,3,1,50,Matches,654,621,30,11,0,0,9,11,0,0,0,0,582,3,10,Matches,24,2.51,21,0,1,1,0,1,3,0.31,3,0,0,0,0,0,Matches,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,Matches,737,10,112,448,179,28,737,6,3,50,1,16.7,395,2125,1028,13,18,4,22,7,563,33,Matches
Sergio Akieme,es ESP,DF,Almería,es La Liga,25,1997,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8,Matches,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,0,2.2,2.1,-2.2,17,30,14,12,28,Matches,801,630,169,19,1,5,57,148,2,0,1,0,620,2,22,Matches,32,1.72,22,3,4,1,2,0,1,0.05,0,0,0,1,0,0,Matches,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0,Matches,959,54,338,420,216,20,959,40,21,52.5,18,45,498,2520,1141,27,23,2,15,16,525,72,Matches
Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,25,1997,9.1,2,11,2,18.2,1.21,0.22,0.18,1,18.3,0,0,0,1.4,1.4,0.13,0.6,0.6,Matches,277,350,79.1,4318,1253,148,163,90.8,109,133,82,14,37,37.8,0,0.4,0.4,-0.4,6,15,4,2,20,Matches,350,287,61,3,0,0,21,57,0,0,0,0,277,2,8,Matches,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,Matches,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,Matches,443,36,135,195,119,11,443,18,8,44.4,9,50,259,1562,742,20,12,3,12,8,239,34,Matches
Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,22.7,9,60,22,36.7,2.64,0.97,0.15,0.41,16.8,1,0,0,8.6,8.6,0.15,0.4,0.4,Matches,588,751,78.3,8318,2305,355,412,86.2,168,196,85.7,32,77,41.6,4,3.7,3.3,0.3,42,51,26,4,81,Matches,751,661,86,32,4,4,60,7,28,13,9,0,588,4,20,Matches,92,4.04,63,12,3,6,6,2,9,0.4,5,0,1,1,1,1,Matches,34,17,16,17,1,14,31,45.2,17,20,1,19,16,50,8,1,Matches,1010,13,118,498,411,78,1010,49,16,32.7,31,63.3,554,3041,1685,56,39,12,40,16,648,94,Matches
Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,22,2001,18.5,3,33,13,39.4,1.79,0.7,0.09,0.23,15.6,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches,273,380,71.8,3658,839,163,207,78.7,75,104,72.1,13,24,54.2,1,1.3,1.3,-0.3,20,22,12,0,41,Matches,380,350,23,0,6,3,2,0,0,0,0,0,273,7,10,Matches,46,2.49,33,0,5,5,2,1,6,0.32,2,0,3,1,0,0,Matches,16,5,3,10,3,6,15,40,9,10,2,8,3,19,15,0,Matches,580,18,47,278,265,62,580,49,16,32.7,31,63.3,327,1613,637,22,20,10,53,26,421,79,Matches
Sergio Gómez,es ESP,"FW,MF",Manchester City,eng Premier League,22,2000,0.6,0,2,0,0,3.4,0,0,,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,46,54,85.2,636,97,29,31,93.5,15,17,88.2,1,2,50,1,0.2,0.2,0.8,1,1,2,1,2,Matches,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1,Matches,2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0,Matches,1,0,0,1,0,1,2,50,1,0,0,0,1,2,0,0,Matches,59,0,10,19,30,3,59,2,2,100,0,0,38,231,112,4,0,1,0,0,48,4,Matches
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30,1993,31.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,766,1185,64.6,26571,22063,87,87,100,315,323,97.5,362,770,47,0,0,0.1,0,1,35,0,0,1,Matches,1185,842,341,118,0,0,0,1,0,0,0,0,766,2,1,Matches,6,0.19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3,Matches,1264,948,1250,18,0,0,1264,0,0,,0,,671,4122,2365,0,0,0,2,0,547,0,Matches
Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37,1986,28,3,28,11,39.3,1,0.39,0.11,0.27,18.9,5,0,0,1.9,1.9,0.07,1.1,1.1,Matches,1356,1524,89,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3,0,0.1,0.4,-0.1,4,103,3,0,81,Matches,1524,1470,52,46,1,31,2,5,0,0,0,0,1356,2,3,Matches,21,0.75,17,0,0,3,1,0,3,0.11,2,0,0,1,0,0,Matches,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0,Matches,1870,289,1000,801,85,29,1870,11,6,54.5,3,27.3,994,5262,2701,11,10,3,13,6,1192,5,Matches
Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26,1996,12.4,0,13,1,7.7,1.05,0.08,0,0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,351,522,67.2,6057,2626,161,194,83,147,201,73.1,34,82,41.5,4,2.8,2.2,1.2,20,17,17,13,38,Matches,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19,Matches,35,2.82,20,11,1,2,1,0,6,0.48,2,2,0,2,0,0,Matches,45,20,26,18,1,24,40,60,16,23,6,17,16,61,41,1,Matches,708,55,242,253,228,22,708,26,13,50,11,42.3,318,1988,1160,34,25,2,22,5,332,40,Matches
